event_definition,coding_system,code_name,concept,concept_name,tags,system,event_abbreviation,type,code_issue_dot,code
Kidney disease chronic,SNOMEDCT_US,CKD with GFR category G4 & albuminuria category A3,"","",narrow,G,KDCHRONIC,COV,950231000000104,950231000000104
Kidney disease chronic,SNOMEDCT_US,CKD with GFR category G4 & albuminuria category A3,"","",narrow,G,KDCHRONIC,COV,950251000000106,950251000000106
Kidney disease chronic,SNOMEDCT_US,CKD with GFR category G5 & albuminuria category A1,"","",narrow,G,KDCHRONIC,COV,950291000000103,950291000000103
Kidney disease chronic,SNOMEDCT_US,CKD with GFR category G5 & albuminuria category A3,"","",narrow,G,KDCHRONIC,COV,950311000000102,950311000000102
Kidney disease chronic,SNOMEDCT_US,Chronic glomerulonephritis,C0152451,Chronic glomerulonephritis,narrow,G,KDCHRONIC,COV,155852006,155852006
Kidney disease chronic,SNOMEDCT_US,Chronic glomerulonephritis,C0152451,Chronic glomerulonephritis,narrow,G,KDCHRONIC,COV,197612003,197612003
Kidney disease chronic,SNOMEDCT_US,Chronic glomerulonephritis,C0152451,Chronic glomerulonephritis,narrow,G,KDCHRONIC,COV,20917003,20917003
Kidney disease chronic,SNOMEDCT_US,Chronic glomerulonephritis,C0152451,Chronic glomerulonephritis,narrow,G,KDCHRONIC,COV,266614002,266614002
Kidney disease chronic,SNOMEDCT_US,Chronic glomerulonephritis NOS,C0152451,Chronic glomerulonephritis,narrow,G,KDCHRONIC,COV,197621002,197621002
Kidney disease chronic,SNOMEDCT_US,Chronic kidney disease,C1561643,Chronic Kidney Diseases,narrow,G,KDCHRONIC,COV,236425005,236425005
Kidney disease chronic,SNOMEDCT_US,Chronic kidney disease,C1561643,Chronic Kidney Diseases,narrow,G,KDCHRONIC,COV,709044004,709044004
Kidney disease chronic,SNOMEDCT_US,Chronic kidney disease stage 1 with proteinuria,"","",narrow,G,KDCHRONIC,COV,324121000000109,324121000000109
Kidney disease chronic,SNOMEDCT_US,Chronic kidney disease stage 2 with proteinuria,"","",narrow,G,KDCHRONIC,COV,324181000000105,324181000000105
Kidney disease chronic,SNOMEDCT_US,Chronic kidney disease stage 3 with proteinuria,"","",narrow,G,KDCHRONIC,COV,324251000000105,324251000000105
Kidney disease chronic,SNOMEDCT_US,Chronic kidney disease stage 3 with proteinuria,"","",narrow,G,KDCHRONIC,COV,324281000000104,324281000000104
Kidney disease chronic,SNOMEDCT_US,Chronic kidney disease stage 3A with proteinuria,"","",narrow,G,KDCHRONIC,COV,324311000000101,324311000000101
Kidney disease chronic,SNOMEDCT_US,Chronic kidney disease stage 3A with proteinuria,"","",narrow,G,KDCHRONIC,COV,324341000000100,324341000000100
Kidney disease chronic,SNOMEDCT_US,Chronic kidney disease stage 3B with proteinuria,"","",narrow,G,KDCHRONIC,COV,324371000000106,324371000000106
Kidney disease chronic,SNOMEDCT_US,Chronic kidney disease stage 3B without proteinuria,"","",narrow,G,KDCHRONIC,COV,324411000000105,324411000000105
Kidney disease chronic,SNOMEDCT_US,Chronic kidney disease stage 5,C2316810,Chronic kidney disease stage 5,narrow,G,KDCHRONIC,COV,433146000,433146000
Kidney disease chronic,SNOMEDCT_US,Chronic kidney disease stage 5 with proteinuria,"","",narrow,G,KDCHRONIC,COV,324501000000107,324501000000107
Kidney disease chronic,SNOMEDCT_US,Chronic nephritic syndrome,C0677052,Chronic nephritic syndrome,narrow,G,KDCHRONIC,COV,197707007,197707007
Kidney disease chronic,SNOMEDCT_US,Chronic renal failure,C0022661,Kidney Failure- Chronic,narrow,G,KDCHRONIC,COV,155856009,155856009
Kidney disease chronic,SNOMEDCT_US,Chronic renal failure,C0022661,Kidney Failure- Chronic,narrow,G,KDCHRONIC,COV,197654000,197654000
Kidney disease chronic,SNOMEDCT_US,Chronic renal failure,C0022661,Kidney Failure- Chronic,narrow,G,KDCHRONIC,COV,90688005,90688005
Kidney disease chronic,SNOMEDCT_US,Chronic renal impairment,"","",narrow,G,KDCHRONIC,COV,709044004,709044004
Kidney disease chronic,SNOMEDCT_US,Chronic renal impairment,C0403447,Chronic Kidney Insufficiency,narrow,G,KDCHRONIC,COV,236425005,236425005
Kidney disease chronic,SNOMEDCT_US,Chronic renal impairment,C0403447,Chronic Kidney Insufficiency,narrow,G,KDCHRONIC,COV,709044004,709044004
Kidney disease chronic,SNOMEDCT_US,Chronic renal insufficiency,C0403447,Chronic Kidney Insufficiency,narrow,G,KDCHRONIC,COV,723190009,723190009
Kidney disease chronic,SNOMEDCT_US,Contracted kidney,C3495403,Contracted kidney,narrow,G,KDCHRONIC,COV,63463003,63463003
Kidney disease chronic,SNOMEDCT_US,Contracted kidney,C3495403,Contracted kidney,narrow,G,KDCHRONIC,COV,709978007,709978007
Kidney disease chronic,SNOMEDCT_US,End stage renal failure,C0022661,Kidney Failure- Chronic,narrow,G,KDCHRONIC,COV,197655004,197655004
Kidney disease chronic,SNOMEDCT_US,End stage renal failure,C0022661,Kidney Failure- Chronic,narrow,G,KDCHRONIC,COV,197755007,197755007
Kidney disease chronic,SNOMEDCT_US,End-stage renal disease,C0022661,Kidney Failure- Chronic,narrow,G,KDCHRONIC,COV,46177005,46177005
Kidney disease chronic,SNOMEDCT_US,Hypertensive heart AND renal disease,C0155601,Hypertensive heart and renal disease,narrow,G,KDCHRONIC,COV,86234004,86234004
Kidney disease chronic,SNOMEDCT_US,Hypertensive heart and renal disease,C0155601,Hypertensive heart and renal disease,narrow,G,KDCHRONIC,COV,155299005,155299005
Kidney disease chronic,SNOMEDCT_US,Hypertensive heart and renal disease,C0155601,Hypertensive heart and renal disease,narrow,G,KDCHRONIC,COV,194776008,194776008
Kidney disease chronic,SNOMEDCT_US,Hypertensive heart and renal disease NOS,C0155601,Hypertensive heart and renal disease,narrow,G,KDCHRONIC,COV,194782006,194782006
Kidney disease chronic,SNOMEDCT_US,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,C0494576,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,narrow,G,KDCHRONIC,COV,194781004,194781004
Kidney disease chronic,SNOMEDCT_US,Hypertensive heart and renal disease with renal failure,C0348879,Hypertensive heart and renal disease with renal failure,narrow,G,KDCHRONIC,COV,194780003,194780003
Kidney disease chronic,SNOMEDCT_US,Hypertensive renal disease with renal failure,C0348860,Hypertensive renal disease with renal failure,narrow,G,KDCHRONIC,COV,194774006,194774006
Kidney disease chronic,SNOMEDCT_US,Insulin-dependent diabetes mellitus with renal complications,C0348913,Insulin-dependent diabetes mellitus with renal complications,narrow,G,KDCHRONIC,COV,190363009,190363009
Kidney disease chronic,SNOMEDCT_US,Kidney disease,C0022658,Kidney Diseases,possible,G,KDCHRONIC,COV,90708001,90708001
Kidney disease chronic,SNOMEDCT_US,Kidney disease NOS,C0022658,Kidney Diseases,possible,G,KDCHRONIC,COV,155871008,155871008
Kidney disease chronic,SNOMEDCT_US,Kidney disease NOS,C0022658,Kidney Diseases,possible,G,KDCHRONIC,COV,266624005,266624005
Kidney disease chronic,SNOMEDCT_US,Kidney disease NOS,C0022658,Kidney Diseases,possible,G,KDCHRONIC,COV,274108006,274108006
Kidney disease chronic,SNOMEDCT_US,Kidney diseases,C0022658,Kidney Diseases,possible,G,KDCHRONIC,COV,266612003,266612003
Kidney disease chronic,SNOMEDCT_US,Lipoid nephrosis,C0027721,Lipoid nephrosis,narrow,G,KDCHRONIC,COV,197592009,197592009
Kidney disease chronic,SNOMEDCT_US,Minimal change disease,C0027721,Lipoid nephrosis,narrow,G,KDCHRONIC,COV,44785005,44785005
Kidney disease chronic,SNOMEDCT_US,Nephritic syndrome,C0268732,Nephritic syndrome,possible,G,KDCHRONIC,COV,7724006,7724006
Kidney disease chronic,SNOMEDCT_US,Nephritis,C0027697,Nephritis,possible,G,KDCHRONIC,COV,52845002,52845002
Kidney disease chronic,SNOMEDCT_US,Nephritis - chronic,C2364010,Chronic nephritis,narrow,G,KDCHRONIC,COV,155852006,155852006
Kidney disease chronic,SNOMEDCT_US,Nephritis - chronic,C2364010,Chronic nephritis,narrow,G,KDCHRONIC,COV,197612003,197612003
Kidney disease chronic,SNOMEDCT_US,Nephritis - chronic,C2364010,Chronic nephritis,narrow,G,KDCHRONIC,COV,266614002,266614002
Kidney disease chronic,SNOMEDCT_US,Nephritis NOS,C0027697,Nephritis,possible,G,KDCHRONIC,COV,155853001,155853001
Kidney disease chronic,SNOMEDCT_US,Nephritis NOS,C0027697,Nephritis,possible,G,KDCHRONIC,COV,266615001,266615001
Kidney disease chronic,SNOMEDCT_US,Nephritis NOS,C0027697,Nephritis,possible,G,KDCHRONIC,COV,274107001,274107001
Kidney disease chronic,SNOMEDCT_US,Nephrotic syndrome,C0027726,Nephrotic Syndrome,possible,G,KDCHRONIC,COV,155851004,155851004
Kidney disease chronic,SNOMEDCT_US,Nephrotic syndrome,C0027726,Nephrotic Syndrome,possible,G,KDCHRONIC,COV,52254009,52254009
Kidney disease chronic,SNOMEDCT_US,Nephrotic syndrome NOS,C0027726,Nephrotic Syndrome,possible,G,KDCHRONIC,COV,197611005,197611005
Kidney disease chronic,SNOMEDCT_US,Non-insulin-dependent diabetes mellitus with renal complications,C0348918,Non-insulin-dependent diabetes mellitus with renal complications,narrow,G,KDCHRONIC,COV,190385003,190385003
Kidney disease chronic,SNOMEDCT_US,Renal disease NOS,C0022658,Kidney Diseases,possible,G,KDCHRONIC,COV,266627003,266627003
Kidney disease chronic,SNOMEDCT_US,Renal failure,C0035078,Kidney Failure,possible,G,KDCHRONIC,COV,156092003,156092003
Kidney disease chronic,SNOMEDCT_US,Renal failure,C0035078,Kidney Failure,possible,G,KDCHRONIC,COV,198524000,198524000
Kidney disease chronic,SNOMEDCT_US,Renal failure NOS,C0035078,Kidney Failure,possible,G,KDCHRONIC,COV,266616000,266616000
Kidney disease chronic,SNOMEDCT_US,Renal failure syndrome,C0035078,Kidney Failure,possible,G,KDCHRONIC,COV,42399005,42399005
Kidney disease chronic,SNOMEDCT_US,Renal failure unspecified,C0035078,Kidney Failure,possible,G,KDCHRONIC,COV,197656003,197656003
Kidney disease chronic,SNOMEDCT_US,Renal failure unspecified,C0035078,Kidney Failure,possible,G,KDCHRONIC,COV,266553002,266553002
Kidney disease chronic,SNOMEDCT_US,Renal insufficiency,C0035078,Kidney Failure,possible,G,KDCHRONIC,COV,723188008,723188008
Kidney disease chronic,SNOMEDCT_US,Small kidney,C0156247,Small kidney,narrow,G,KDCHRONIC,COV,236448000,236448000
Kidney disease chronic,SNOMEDCT_US,Small kidney,C0156247,Small kidney,narrow,G,KDCHRONIC,COV,63463003,63463003
Kidney disease chronic,SNOMEDCT_US,Small kidney of unknown cause,C0156247,Small kidney,narrow,G,KDCHRONIC,COV,197675008,197675008
Kidney disease chronic,SNOMEDCT_US,Small kidney of unknown cause,C0156247,Small kidney,narrow,G,KDCHRONIC,COV,359563005,359563005
Kidney disease chronic,SNOMEDCT_US,Small kidneys unspecified,C0156247,Small kidney,narrow,G,KDCHRONIC,COV,197678005,197678005
Kidney disease chronic,SNOMEDCT_US,Uraemia NOS,C0041948,Uremia,possible,G,KDCHRONIC,COV,197656003,197656003
Kidney disease chronic,SNOMEDCT_US,Uraemia NOS,C0041948,Uremia,possible,G,KDCHRONIC,COV,266616000,266616000
Kidney disease chronic,SNOMEDCT_US,Uremia,C0041948,Uremia,possible,G,KDCHRONIC,COV,44730006,44730006
Kidney disease chronic,SNOMEDCT_US,[X]Unspecified diabetes mellitus with renal complications,C0348450,Unspecified diabetes mellitus with renal complications,narrow,G,KDCHRONIC,COV,191048009,191048009
AIDS Charlson index,ICD10,Acute HIV infection syndrome,C0343752,Acute HIV infection,possible,I,AIDS,COV,B23.0,B23.0
AIDS Charlson index,ICD10,HIV disease resulting in (persistent) generalized lymphadenopathy,C0494099,HIV disease resulting in (persistent) generalized lymphadenopathy,narrow,I,AIDS,COV,B23.1,B23.1
AIDS Charlson index,ICD10,HIV disease resulting in Burkitt-s lymphoma,C0452189,HIV disease resulting in Burkitt-s lymphoma,narrow,I,AIDS,COV,B21.1,B21.1
AIDS Charlson index,ICD10,HIV disease resulting in Kaposi-s sarcoma,C0276535,AIDS with Kaposi-s sarcoma,narrow,I,AIDS,COV,B21.0,B21.0
AIDS Charlson index,ICD10,HIV disease resulting in Pneumocystis carinii pneumonia,C0348804,HIV disease resulting in Pneumocystis carinii pneumonia,narrow,I,AIDS,COV,B20.6,B20.6
AIDS Charlson index,ICD10,HIV disease resulting in candidiasis,C0348990,HIV disease resulting in candidiasis,narrow,I,AIDS,COV,B20.4,B20.4
AIDS Charlson index,ICD10,HIV disease resulting in cytomegaloviral disease,C0348982,HIV disease resulting in cytomegaloviral disease,narrow,I,AIDS,COV,B20.2,B20.2
AIDS Charlson index,ICD10,HIV disease resulting in encephalopathy,C0206019,HIV Encephalopathy,narrow,I,AIDS,COV,B22.0,B22.0
AIDS Charlson index,ICD10,HIV disease resulting in haematological and immunological abnormalities- not elsewhere classified,C0868898,HIV disease resulting in hematological and immunological abnormalities- NEC in ICD10AE_1998,narrow,I,AIDS,COV,B23.2,B23.2
AIDS Charlson index,ICD10,HIV disease resulting in lymphoid interstitial pneumonitis,C0348821,HIV disease resulting in lymphoid interstitial pneumonitis,narrow,I,AIDS,COV,B22.1,B22.1
AIDS Charlson index,ICD10,HIV disease resulting in multiple diseases classified elsewhere,C0348214,HIV disease resulting in multiple diseases classified elsewhere,narrow,I,AIDS,COV,B22.7,B22.7
AIDS Charlson index,ICD10,HIV disease resulting in multiple infections,C0348207,HIV disease resulting in multiple infections,narrow,I,AIDS,COV,B20.7,B20.7
AIDS Charlson index,ICD10,HIV disease resulting in multiple malignant neoplasms,C0349036,HIV disease resulting in multiple malignant neoplasms,narrow,I,AIDS,COV,B21.7,B21.7
AIDS Charlson index,ICD10,HIV disease resulting in mycobacterial infection,C0348969,HIV disease resulting in mycobacterial infection,narrow,I,AIDS,COV,B20.0,B20.0
AIDS Charlson index,ICD10,HIV disease resulting in other bacterial infections,C0348204,HIV disease resulting in other bacterial infections,narrow,I,AIDS,COV,B20.1,B20.1
AIDS Charlson index,ICD10,HIV disease resulting in other infectious and parasitic diseases,C0348209,HIV disease resulting in unspecified infectious or parasitic disease,narrow,I,AIDS,COV,B20.8,B20.8
AIDS Charlson index,ICD10,HIV disease resulting in other malignant neoplasms,C0348212,HIV disease resulting in other malignant neoplasms,narrow,I,AIDS,COV,B21.8,B21.8
AIDS Charlson index,ICD10,HIV disease resulting in other malignant neoplasms of lymphoid- haematopoietic and related tissue,C0348211,HIV disease resulting in other malignant neoplasms of lymphoid- hematopoietic and related tissue,narrow,I,AIDS,COV,B21.3,B21.3
AIDS Charlson index,ICD10,HIV disease resulting in other mycoses,C0348206,HIV disease resulting in other mycoses,narrow,I,AIDS,COV,B20.5,B20.5
AIDS Charlson index,ICD10,HIV disease resulting in other specified conditions,C0276555,HIV disease resulting in other specified conditions,narrow,I,AIDS,COV,B23.8,B23.8
AIDS Charlson index,ICD10,HIV disease resulting in other types of non-Hodgkin-s lymphoma,C0452192,HIV disease resulting in other types of non-Hodgkin-s lymphoma,narrow,I,AIDS,COV,B21.2,B21.2
AIDS Charlson index,ICD10,HIV disease resulting in other viral infections,C0348205,HIV disease resulting in other viral infections,narrow,I,AIDS,COV,B20.3,B20.3
AIDS Charlson index,ICD10,HIV disease resulting in unspecified infectious or parasitic disease,C0348209,HIV disease resulting in unspecified infectious or parasitic disease,narrow,I,AIDS,COV,B20.9,B20.9
AIDS Charlson index,ICD10,HIV disease resulting in unspecified malignant neoplasm,C0348213,HIV disease resulting in unspecified malignant neoplasm,narrow,I,AIDS,COV,B21.9,B21.9
AIDS Charlson index,ICD10,HIV disease resulting in wasting syndrome,C0343755,HIV Wasting Syndrome,narrow,I,AIDS,COV,B22.2,B22.2
AIDS Charlson index,ICD10,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases,C0348209,HIV disease resulting in unspecified infectious or parasitic disease,narrow,I,AIDS,COV,B20,B20
AIDS Charlson index,ICD10,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms,C0348213,HIV disease resulting in unspecified malignant neoplasm,narrow,I,AIDS,COV,B21,B21
AIDS Charlson index,ICD10,Human immunodeficiency virus [HIV] disease resulting in other conditions,"","",narrow,I,AIDS,COV,B23,B23
AIDS Charlson index,ICD10,Human immunodeficiency virus [HIV] disease resulting in other specified diseases,C0494096,Human immunodeficiency virus [HIV] disease resulting in other specified diseases,narrow,I,AIDS,COV,B22,B22
AIDS Charlson index,ICD10,Unspecified human immunodeficiency virus [HIV] disease,C0019693,HIV Infections,possible,I,AIDS,COV,B24,B24
AIDS Charlson index,ICD10CM,Human immunodeficiency virus [HIV] disease,C0019693,HIV Infections,possible,I,AIDS,COV,B20,B20
AIDS Charlson index,ICD10DA,AIDS UNS,"","",narrow,I,AIDS,COV,B249,B24.9
AIDS Charlson index,ICD10DA,Acute HIV infection syndrome,C0343752,Acute HIV infection,possible,I,AIDS,COV,B230,B23.0
AIDS Charlson index,ICD10DA,HIV dementia,"","",narrow,I,AIDS,COV,B220A,B22.0A
AIDS Charlson index,ICD10DA,HIV disease resulting in (persistent) generalized lymphadenopathy,C0494099,HIV disease resulting in (persistent) generalized lymphadenopathy,narrow,I,AIDS,COV,B231,B23.1
AIDS Charlson index,ICD10DA,HIV disease resulting in Burkitt-s lymphoma,C0452189,HIV disease resulting in Burkitt-s lymphoma,narrow,I,AIDS,COV,B211,B21.1
AIDS Charlson index,ICD10DA,HIV disease resulting in Kaposi-s sarcoma,C0276535,AIDS with Kaposi-s sarcoma,narrow,I,AIDS,COV,B210,B21.0
AIDS Charlson index,ICD10DA,HIV disease resulting in Pneumocystis carinii pneumonia,C0348804,HIV disease resulting in Pneumocystis carinii pneumonia,narrow,I,AIDS,COV,B206,B20.6
AIDS Charlson index,ICD10DA,HIV disease resulting in candidiasis,C0348990,HIV disease resulting in candidiasis,narrow,I,AIDS,COV,B204,B20.4
AIDS Charlson index,ICD10DA,HIV disease resulting in cytomegaloviral disease,C0348982,HIV disease resulting in cytomegaloviral disease,narrow,I,AIDS,COV,B202,B20.2
AIDS Charlson index,ICD10DA,HIV disease resulting in encephalopathy,C0206019,HIV Encephalopathy,narrow,I,AIDS,COV,B220,B22.0
AIDS Charlson index,ICD10DA,HIV disease resulting in haematological and immunological abnormalities- not elsewhere classified,C0868898,HIV disease resulting in hematological and immunological abnormalities- NEC in ICD10AE_1998,narrow,I,AIDS,COV,B232,B23.2
AIDS Charlson index,ICD10DA,HIV disease resulting in lymphoid interstitial pneumonitis,C0348821,HIV disease resulting in lymphoid interstitial pneumonitis,narrow,I,AIDS,COV,B221,B22.1
AIDS Charlson index,ICD10DA,HIV disease resulting in multiple diseases classified elsewhere,C0348214,HIV disease resulting in multiple diseases classified elsewhere,narrow,I,AIDS,COV,B227,B22.7
AIDS Charlson index,ICD10DA,HIV disease resulting in multiple infections,C0348207,HIV disease resulting in multiple infections,narrow,I,AIDS,COV,B207,B20.7
AIDS Charlson index,ICD10DA,HIV disease resulting in multiple malignant neoplasms,C0349036,HIV disease resulting in multiple malignant neoplasms,narrow,I,AIDS,COV,B217,B21.7
AIDS Charlson index,ICD10DA,HIV disease resulting in mycobacterial infection,C0348969,HIV disease resulting in mycobacterial infection,narrow,I,AIDS,COV,B200,B20.0
AIDS Charlson index,ICD10DA,HIV disease resulting in other bacterial infections,C0348204,HIV disease resulting in other bacterial infections,narrow,I,AIDS,COV,B201,B20.1
AIDS Charlson index,ICD10DA,HIV disease resulting in other infectious and parasitic diseases,C0348209,HIV disease resulting in unspecified infectious or parasitic disease,narrow,I,AIDS,COV,B208,B20.8
AIDS Charlson index,ICD10DA,HIV disease resulting in other malignant neoplasms,C0348212,HIV disease resulting in other malignant neoplasms,narrow,I,AIDS,COV,B218,B21.8
AIDS Charlson index,ICD10DA,HIV disease resulting in other malignant neoplasms of lymphoid- haematopoietic and related tissue,C0348211,HIV disease resulting in other malignant neoplasms of lymphoid- hematopoietic and related tissue,narrow,I,AIDS,COV,B213,B21.3
AIDS Charlson index,ICD10DA,HIV disease resulting in other mycoses,C0348206,HIV disease resulting in other mycoses,narrow,I,AIDS,COV,B205,B20.5
AIDS Charlson index,ICD10DA,HIV disease resulting in other specified conditions,C0276555,HIV disease resulting in other specified conditions,narrow,I,AIDS,COV,B238,B23.8
AIDS Charlson index,ICD10DA,HIV disease resulting in other types of non-Hodgkin-s lymphoma,C0452192,HIV disease resulting in other types of non-Hodgkin-s lymphoma,narrow,I,AIDS,COV,B212,B21.2
AIDS Charlson index,ICD10DA,HIV disease resulting in other viral infections,C0348205,HIV disease resulting in other viral infections,narrow,I,AIDS,COV,B203,B20.3
AIDS Charlson index,ICD10DA,HIV disease resulting in unspecified infectious or parasitic disease,C0348209,HIV disease resulting in unspecified infectious or parasitic disease,narrow,I,AIDS,COV,B209,B20.9
AIDS Charlson index,ICD10DA,HIV disease resulting in unspecified malignant neoplasm,C0348213,HIV disease resulting in unspecified malignant neoplasm,narrow,I,AIDS,COV,B219,B21.9
AIDS Charlson index,ICD10DA,HIV disease resulting in wasting syndrome,C0343755,HIV Wasting Syndrome,narrow,I,AIDS,COV,B222,B22.2
AIDS Charlson index,ICD10DA,HIV disease with tuberculosis,"","",narrow,I,AIDS,COV,B200A,B20.0A
AIDS Charlson index,ICD10DA,HIV-associated lipodystrophy syndrome (HALS),"","",narrow,I,AIDS,COV,B238A,B23.8A
AIDS Charlson index,ICD10DA,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases,C0348209,HIV disease resulting in unspecified infectious or parasitic disease,narrow,I,AIDS,COV,B20,B20
AIDS Charlson index,ICD10DA,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms,C0348213,HIV disease resulting in unspecified malignant neoplasm,narrow,I,AIDS,COV,B21,B21
AIDS Charlson index,ICD10DA,Human immunodeficiency virus [HIV] disease resulting in other conditions,"","",narrow,I,AIDS,COV,B23,B23
AIDS Charlson index,ICD10DA,Human immunodeficiency virus [HIV] disease resulting in other specified diseases,C0494096,Human immunodeficiency virus [HIV] disease resulting in other specified diseases,narrow,I,AIDS,COV,B22,B22
AIDS Charlson index,ICD10DA,Unspecified human immunodeficiency virus [HIV] disease,C0019693,HIV Infections,possible,I,AIDS,COV,B24,B24
AIDS Charlson index,ICD9CM,Human immunodeficiency virus [HIV] disease,C0019693,HIV Infections,narrow,I,AIDS,COV,042,042
AIDS Charlson index,ICD9CMP,Human immunodeficiency virus [HIV] disease,C0019693,HIV Infections,narrow,I,AIDS,COV,042,042
AIDS Charlson index,SCTSPA,SIDA,C0001175,Acquired Immunodeficiency Syndrome,narrow,I,AIDS,COV,62479008,62479008
AIDS Charlson index,SCTSPA,SIDA con encefalopatía,C0206019,HIV Encephalopathy,narrow,I,AIDS,COV,8944008,8944008
AIDS Charlson index,SCTSPA,SIDA con otras enfermedades especificadas - RETIRADO -,C0276555,HIV disease resulting in other specified conditions,narrow,I,AIDS,COV,111888008,111888008
AIDS Charlson index,SCTSPA,SIDA con sarcoma de Kaposi,C0276535,AIDS with Kaposi-s sarcoma,narrow,I,AIDS,COV,77865003,77865003
AIDS Charlson index,SCTSPA,[X]enfermedad por HIV que motiva enfermedades infecciosas y parasitarias no especificadas,C0348209,HIV disease resulting in unspecified infectious or parasitic disease,narrow,I,AIDS,COV,187445009,187445009
AIDS Charlson index,SCTSPA,[X]enfermedad por HIV que motiva otras enfermedades infecciosas y parasitarias,C0348209,HIV disease resulting in unspecified infectious or parasitic disease,narrow,I,AIDS,COV,187444008,187444008
AIDS Charlson index,SCTSPA,[X]enfermedad por HIV que motiva otras micosis,C0348206,HIV disease resulting in other mycoses,narrow,I,AIDS,COV,187442007,187442007
AIDS Charlson index,SCTSPA,[X]enfermedad por HIV que provoca enfermedades múltiples clasificadas en otra parte,C0348214,HIV disease resulting in multiple diseases classified elsewhere,narrow,I,AIDS,COV,187450003,187450003
AIDS Charlson index,SCTSPA,[X]enfermedad por HIV que provoca neoplasia maligna no especificada,C0348213,HIV disease resulting in unspecified malignant neoplasm,narrow,I,AIDS,COV,187449003,187449003
AIDS Charlson index,SCTSPA,[X]enfermedad por HIV que provoca otra neoplasia maligna del tejido linfático- hematopoyético y tejidos relacionados,C0348211,HIV disease resulting in other malignant neoplasms of lymphoid- hematopoietic and related tissue,narrow,I,AIDS,COV,187447001,187447001
AIDS Charlson index,SCTSPA,[X]enfermedad por HIV que provoca otras infecciones virales,C0348205,HIV disease resulting in other viral infections,narrow,I,AIDS,COV,187441000,187441000
AIDS Charlson index,SCTSPA,[X]enfermedad por HIV que provoca otros cuadros clínicos especificados,C0276555,HIV disease resulting in other specified conditions,narrow,I,AIDS,COV,187452006,187452006
AIDS Charlson index,SCTSPA,[X]enfermedad por VIH que provoca otras neoplasias malignas,C0348212,HIV disease resulting in other malignant neoplasms,narrow,I,AIDS,COV,187448006,187448006
AIDS Charlson index,SCTSPA,[X]enfermedad por VIH- resultante en otras infecciones bacterianas,C0348204,HIV disease resulting in other bacterial infections,narrow,I,AIDS,COV,187439001,187439001
AIDS Charlson index,SCTSPA,[X]enfermedad por el virus de la inmunodeficiencia humana,C0019693,HIV Infections,narrow,I,AIDS,COV,187438009,187438009
AIDS Charlson index,SCTSPA,[X]enfermedad por virus de la inmunodeficiencia humana (VIH)- sin otra especificación,C0019693,HIV Infections,narrow,I,AIDS,COV,187453001,187453001
AIDS Charlson index,SCTSPA,caquexia asociada con SIDA,C0343755,HIV Wasting Syndrome,narrow,I,AIDS,COV,422003001,422003001
AIDS Charlson index,SCTSPA,encefalopatía por virus de la inmunodeficiencia humana,C0206019,HIV Encephalopathy,narrow,I,AIDS,COV,397763006,397763006
AIDS Charlson index,SCTSPA,enfermedad por HIV que da lugar a neumonitis intersticial linfoide,C0348821,HIV disease resulting in lymphoid interstitial pneumonitis,narrow,I,AIDS,COV,186726005,186726005
AIDS Charlson index,SCTSPA,enfermedad por VIH con candidiasis consecutiva,C0348990,HIV disease resulting in candidiasis,narrow,I,AIDS,COV,186719005,186719005
AIDS Charlson index,SCTSPA,enfermedad por VIH que causa infecciones múltiples,C0348207,HIV disease resulting in multiple infections,narrow,I,AIDS,COV,186721000,186721000
AIDS Charlson index,SCTSPA,enfermedad por VIH que causa linfoma de Burkitt,C0452189,HIV disease resulting in Burkitt-s lymphoma,narrow,I,AIDS,COV,186723002,186723002
AIDS Charlson index,SCTSPA,enfermedad por VIH que causa neoplasias malignas múltiples,C0349036,HIV disease resulting in multiple malignant neoplasms,narrow,I,AIDS,COV,186725009,186725009
AIDS Charlson index,SCTSPA,enfermedad por VIH que causa neumonía por Pneumocystis carinii,C0348804,HIV disease resulting in Pneumocystis carinii pneumonia,narrow,I,AIDS,COV,186720004,186720004
AIDS Charlson index,SCTSPA,enfermedad por VIH que causa sarcoma de Kaposi,C0276535,AIDS with Kaposi-s sarcoma,narrow,I,AIDS,COV,186722007,186722007
AIDS Charlson index,SCTSPA,enfermedad por VIH que conduce a enfermedad por citomegalovirus,C0348982,HIV disease resulting in cytomegaloviral disease,narrow,I,AIDS,COV,186718002,186718002
AIDS Charlson index,SCTSPA,enfermedad por el HIV que provoca otros tipos de linfoma no Hodgkin,C0452192,HIV disease resulting in other types of non-Hodgkin-s lymphoma,narrow,I,AIDS,COV,186724008,186724008
AIDS Charlson index,SCTSPA,enfermedad por el virus de la inmunodeficiencia humana que causa infección micobacteriana,C0348969,HIV disease resulting in mycobacterial infection,narrow,I,AIDS,COV,186717007,186717007
AIDS Charlson index,SCTSPA,infección aguda por VIH,C0343752,Acute HIV infection,possible,I,AIDS,COV,111880001,111880001
