event_definition,coding_system,code_name,concept,concept_name,tags,system,event_abbreviation,type,code_issue_dot,code,Type_codelist,EXPOSURE,COV,INDICATION,ALTERNATIVES,Algorithm,Algorithm_input,DP,EXACT_MATCH,Label,...12,Start window,End window
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Rheumatic disease of aortic valve (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,12023003,12023003,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Rheumatic disease of heart valve (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,16063004,16063004,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Rheumatic disease of mitral AND aortic valves (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,16440002,16440002,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Rheumatic disease of mitral valve (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,83898004,83898004,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Rheumatic disease of pulmonary valve (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,18687009,18687009,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Rheumatic disease of tricuspid valve (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,49699002,49699002,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Rheumatic heart valve failure (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,91529004,91529004,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Rheumatic heart valve regurgitation (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,43121002,43121002,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Rheumatic heart valve stenosis (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,19036004,19036004,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Rheumatic heart valve stenosis with insufficiency (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,28284007,28284007,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Rheumatic left ventricular failure (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,43736008,43736008,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Rheumatic mitral AND aortic valve obstruction (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,370141003,370141003,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Rheumatic mitral AND aortic valve regurgitation (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,59464004,59464004,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Rheumatic mitral regurgitation (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,31085000,31085000,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Rheumatic mitral stenosis (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,86466006,86466006,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Rheumatic mitral stenosis with regurgitation (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,787001,787001,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Rheumatic mitral valve and aortic valve stenosis (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,44993000,44993000,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Rheumatic mitral valve annular calcification (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,286011000119101,286011000119101,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Rheumatic mitral valve failure (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,40023000,40023000,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Rheumatic mitral valve insufficiency and aortic valve stenosis (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,81552002,81552002,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Rheumatic mitral valve leaflet changes (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,250999000,250999000,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Rheumatic mitral valve obstruction (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,1155719000,1155719000,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Rheumatic mitral valve prolapse (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,286031000119106,286031000119106,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Rheumatic mitral valve stenosis AND aortic valve insufficiency (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,71799002,71799002,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Rheumatic pulmonary valve failure (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,52048004,52048004,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Rheumatic pulmonary valve insufficiency (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,34126003,34126003,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Rheumatic pulmonary valve stenosis (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,91442002,91442002,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Rheumatic pulmonary valve stenosis with insufficiency (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,85971001,85971001,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Rheumatic tricuspid stenosis and insufficiency (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,194741006,194741006,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Rheumatic tricuspid valve failure (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,16855001,16855001,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Rheumatic tricuspid valve regurgitation (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,67696008,67696008,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Rheumatic tricuspid valve stenosis (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,88318005,88318005,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Right ventricular diastolic dysfunction (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,416610007,416610007,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Right ventricular dysfunction due to disorder of left ventricle (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,472784000,472784000,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Right ventricular myocardial noncompaction cardiomyopathy (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,447934002,447934002,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Right ventricular systolic dysfunction (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,416158002,416158002,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Rupture of papillary muscle as current complication following acute myocardial infarction (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,194867006,194867006,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Rupture of tricuspid valve papillary muscle (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,457622003,457622003,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Sarcoid heart muscle disease (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,195033009,195033009,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Second degree atrioventricular block (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,195042002,195042002,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Secondary dilated cardiomyopathy (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,20529002,20529002,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Secondary malignant neoplasm of myocardium (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,94433008,94433008,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Secondary nonischemic congestive cardiomyopathy (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,699668009,699668009,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Secondary restrictive cardiomyopathy (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,415509000,415509000,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Senile myocarditis (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,279001,279001,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Sensorineural deafness with dilated cardiomyopathy syndrome (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,723993005,723993005,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Sepsis-associated myocardial dysfunction (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,276741000,276741000,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Septoparietal trabeculations (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,264571006,264571006,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Severe scapuloperoneal muscular dystrophy with cardiomyopathy (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,240077004,240077004,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Silent myocardial infarction (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,233843008,233843008,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Silent myocardial ischemia (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,233823002,233823002,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Stunned myocardium (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,281092007,281092007,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Subendocardial ischemia (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,46109009,46109009,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Subsequent ST segment elevation myocardial infarction (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,703211006,703211006,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Subsequent ST segment elevation myocardial infarction of anterior wall (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,703210007,703210007,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Subsequent ST segment elevation myocardial infarction of inferior wall (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,703209002,703209002,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Subsequent myocardial infarction (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,194856005,194856005,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Subsequent myocardial infarction of anterior wall (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,194857001,194857001,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Subsequent myocardial infarction of inferior wall (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,194858006,194858006,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Subsequent non-ST segment elevation myocardial infarction (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,703360004,703360004,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Syphilitic endocarditis of aortic valve (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,278480000,278480000,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Syphilitic endocarditis of mitral valve (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,186875004,186875004,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Syphilitic endocarditis of pulmonary valve (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,186878002,186878002,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Syphilitic endocarditis of tricuspid valve (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,186877007,186877007,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Syphilitic myocarditis (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,4082005,4082005,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Syphilitic valvular endocarditis (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,94851000119107,94851000119107,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Systolic heart failure stage B due to ischemic cardiomyopathy (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,15629641000119107,15629641000119107,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Systolic heart failure stage C due to ischemic cardiomyopathy (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,15629741000119102,15629741000119102,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Tachycardia-induced cardiomyopathy (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,426300009,426300009,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Transient myocardial ischemia (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,315026000,315026000,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Transient myocardial ischemia of newborn (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,276517000,276517000,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Transthyretin related familial amyloid cardiomyopathy (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,715655000,715655000,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Tricuspid papillary muscle abnormality (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,253390008,253390008,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Tropical endomyocardial fibrosis (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,715626008,715626008,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,True posterior myocardial infarction (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,194802003,194802003,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Tuberculosis of myocardium (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,47292005,47292005,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Tubular renal disease with cardiomyopathy syndrome (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,719839000,719839000,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Typical atrioventricular nodal re-entry tachycardia (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,1142105006,1142105006,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Uhl-s disease (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,2829000,2829000,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Valvular cardiomyopathy (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,471858004,471858004,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Ventricular myocardial noncompaction cardiomyopathy (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,471875005,471875005,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Vici syndrome (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,719824001,719824001,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Viral endocarditis (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,459057007,459057007,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,Wooly hair and palmoplantar keratoderma with dilated cardiomyopathy syndrome (disorder),"","",narrow,C,CARDIOMYOPATHY,COV,719835006,719835006,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,[X]endocarditis- válvula no especificada- en enfermedades clasificadas en otra parte,C0348610,Endocarditis- valve unspecified- in diseases classified elsewhere,narrow,C,CARDIOMYOPATHY,COV,195567007,195567007,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,[X]miocardiopatía en otras enfermedades clasificadas en otra parte,C0155699,Cardiomyopathy in other diseases classified elsewhere,narrow,C,CARDIOMYOPATHY,COV,195580005,195580005,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,[X]miocardiopatías en enfermedades infecciosas y parasitarias clasificadas en otra parte,C0348618,Cardiomyopathy in infectious and parasitic diseases classified elsewhere,narrow,C,CARDIOMYOPATHY,COV,195577009,195577009,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,[X]otra miocardiopatía hipertófica,C0348615,Other hypertrophic cardiomyopathy,narrow,C,CARDIOMYOPATHY,COV,195574002,195574002,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,[X]otra miocardiopatía restrictiva,C0348616,Other restrictive cardiomyopathy,narrow,C,CARDIOMYOPATHY,COV,195575001,195575001,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,[X]otras enfermedades cardíacas reumáticas especificadas,C0348583,Other specified rheumatic heart diseases,narrow,C,CARDIOMYOPATHY,COV,195535009,195535009,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,[X]otras miocardiopatías,C0348617,Other cardiomyopathies,narrow,C,CARDIOMYOPATHY,COV,195576000,195576000,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,adherencias pericárdicas reumáticas,C0340527,Rheumatic adherent pericardium,narrow,C,CARDIOMYOPATHY,COV,194720000,194720000,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,amiloidosis cardíaca senil,C0268407,Senile cardiac amyloidosis,narrow,C,CARDIOMYOPATHY,COV,16573007,16573007,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
Cardiomyopathy excl. myo and pericarditis and stress,SCTSPA,cardiopatía reumática,C0035439,Rheumatic Heart Disease,narrow,C,CARDIOMYOPATHY,COV,23685000,23685000,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cardiomiopathy,,,
