Coding system,Code,Code name,Concept,Concept name,Tags,Comment,Edited by,Date,Clinical review 1,Reviewer 1,Date review 1,Clinical review 2,Reviewer 2,Date review 2
SCTSPA,127041004,talasemia - beta de células drepanocíticas,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,127042006,talasemia beta más de células drepanocíticas,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,127043001,talasemia - beta^0^ de células drepanocíticas,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,127044007,talasemia - delta beta^0^ de células drepanocíticas,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,127045008,anemia drepanocítica con talasemia - alfa concomitante,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,127046009,rasgo de células drepanocíticas con talasemia - alfa concomitante,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,127049002,anemia hemolítica autoinmunitaria primaria (idiopática),-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,127050002,anemia hemolítica autoinmunitaria secundaria,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,127052005,anemia hemolítica caliente autoinmunitaria secundaria,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,127053000,enfermedad posinfecciosa por crioaglutininas,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,127054006,enfermedad por crioaglutininas debida a infección por virus de Epstein-Barr y posterior a ella,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,127055007,enfermedad crónica por crioaglutininas,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,127056008,enfermedad crónica por crioaglutininas asociada con neoplasia de linfocitos B,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,127057004,hemoglobinuria paroxística inducida por frío,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,127058009,hemoglobinuria paroxística inducida por frío asociada con sífilis terciaria,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,127060006,"anemia hemolítica inmunitaria medicamentosa, tipo hapteno",-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,127061005,"anemia hemolítica autoinmunitaria, categorizada por tipo de anticuerpo Y/O por el complemento",-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,127319005,anemia causada por destrucción aloinmunitaria de eritrocitos transfundidos,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,1285021005,"anemia de Fanconi, grupo de complementación C",-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,12907000,anemia megaloblástica sensible a tiamina,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,129638002,anemia hemolítica causada por administración de oxígeno hiperbárico,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,13172003,púrpura trombocitopénica idiopática crónica,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,136281000119109,anemia causada por agente antineoplásico,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,14024008,anemia aplásica relacionada con trastorno de la inmunidad humoral,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,14087004,estomatocitosis hereditaria,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,14126008,anemia sideroblástica autosómica refractaria a piridoxina,-,-,exclude,Desc: code 41841004,,,sima,,13-August-2024,,,
SCTSPA,14379009,anemia dismórfica,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,14514008,anemia por alteración en la síntesis de hemoglobina,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,15121005,eliptocitosis hereditaria por deficiencia de glucoforina C,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,15276008,anemia causada por deficiencia enzimática inducida por drogas,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,15326009,"talasemia beta^+^, Hb A>2< normal, tipo 2",-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,15332004,anemia por leche de cabra,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,154793002,"anemias nutricionales, SAI",C0271903,Nutritional anemia,possible,,,,sima,,13-August-2024,,,
SCTSPA,154812000,Anaemia unspecified,C0002871,Anemia,narrow,,,,sima,,13-August-2024,,,
SCTSPA,154813005,Other anaemias,C0472702,Anemia other/unspecified,narrow,,,,sima,,13-August-2024,,,
SCTSPA,16360009,talasemia beta delta,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,16427007,talasemia delta,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,16623961000119100,pancitopenia causada por agente inmunosupresor,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,16645003,anemia causada por veneno de insecto,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,16964007,talasemia por persistencia hereditaria de hemoglobina fetal,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,1801000119106,"anemia, enfermedad renal en estadio preterminal en protocolo de eritropoyetina",-,-,exclude,Desc: code 234347009,,,sima,,13-August-2024,,,
SCTSPA,18273004,enfermedad por hemoglobina inestable,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,183005,pancitopenia autoinmunitaria,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,18323000,"anemia hemolítica inmunitaria medicamentosa, tipo inmunocomplejo",-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,18637002,anemia megaloblástica del lactante prematuro,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,18662002,anemia adquirida con cuerpos de Heinz,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,190996002,"inmunodeficiencia combinada grave, con disgenesia reticular",-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,191128004,anemia ferropénica por causas alimentarias,C0472714,Iron deficiency anemia due to dietary causes,exclude,,,,sima,,13-August-2024,,,
SCTSPA,191131003,"otra anemia ferropénica especificada, SAI",C0029810,Other specified iron deficiency anemias,narrow,,,,sima,,13-August-2024,,,
SCTSPA,191133000,anemia ferropénica no especificada,C0162316,Iron deficiency anemia,narrow,,,,sima,,13-August-2024,,,
SCTSPA,191134006,anemia aclorhídrica [dup],C0271977,Achlorhydric anemia,narrow,,,,sima,,13-August-2024,,,
SCTSPA,191135007,anemia clorótica,C0008272,Asiderotic anemia,exclude,,,,sima,,13-August-2024,,,
SCTSPA,191136008,anemia hipocrómica idiopática,C1306853,Idiopathic hypochromic anemia,narrow,,,,sima,,13-August-2024,,,
SCTSPA,191137004,"anemia ferropénica, SAI",C0162316,Iron deficiency anemia,narrow,,,,sima,,13-August-2024,,,
SCTSPA,191142007,anemia por deficiencia de vitamina B12 debida a malabsorción con proteinuria,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,191146005,anemia por malabsorción congénita de folato,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,191148006,anemia medicamentosa por deficiencia de folatos,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,191149003,"anemia por deficiencia de folatos, por malabsorción",-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,191150003,"anemia por deficiencia de folato, debida a trastornos hepáticos",-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,191151004,anemia macrocítica de causa no especificada,C0002886,"Anemia, Macrocytic",narrow,,,,sima,,13-August-2024,,,
SCTSPA,191154007,anemia por deficiencia combinada de vitamina B 12 y folatos,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,191161006,anemia por déficit de vitamina C,-,-,narrow,Desc: code 267513007,,,sima,,13-August-2024,,,
SCTSPA,191168000,"anemias por deficiencias, SAI",C0041782,Deficiency anemias,narrow,,,,sima,,13-August-2024,,,
SCTSPA,191169008,eliptocitosis hereditaria,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,191170009,anemia hemolítica por trastorno del metabolismo del glutatión,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,191177007,anemia hemolítica por deficiencia de hexocinasa,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,191179005,anemia hemolítica por deficiencia de triosa fosfato isomerasa,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,191180008,anemia por trastornos del metabolismo de los nucleótidos,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,191187006,talasemia de rasgo alfa,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,191189009,betatalasemia intermedia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,191210005,anemia hemolítica primaria por anticuerpos fríos,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,191211009,anemia hemolítica primaria por anticuerpos calientes,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,191212002,anemia hemolítica secundaria por anticuerpos fríos,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,191213007,anemia hemolítica secundaria por anticuerpos calientes,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,191216004,anemia hemolítica no autoinmunitaria,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,191217008,anemia hemolítica mecánica,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,191218003,anemia hemolítica tóxica,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,191222008,hemoglobinuria secundaria a hemólisis por causas externas,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,191228007,esferocitosis adquirida,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,191229004,picnocitosis del lactante,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,191244003,anemia aplásica por enfermedad crónica,-,-,exclude,Desc: code 234347009,,,sima,,13-August-2024,,,
SCTSPA,191246001,anemia aplásica por infección,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,191247005,anemia aplásica causada por radiación,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,191248000,anemia aplásica por causa tóxica,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,191251007,anemia hipoplásica transitoria,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,191255003,"aplasia eritrocítica pura, adquirida, transitoria",-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,191256002,anemia aplásica idiopática,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,191259009,otras anemias y las no especificadas,C0472702,Anemia other/unspecified,narrow,,,,sima,,13-August-2024,,,
SCTSPA,191260004,anemia sideroblástica sensible a piridoxina,-,-,exclude,Desc: code 41841004,,,sima,,13-August-2024,,,
SCTSPA,191261000,anemia sideroblástica secundaria por enfermedad,-,-,exclude,Desc: code 41841004,,,sima,,13-August-2024,,,
SCTSPA,191263002,"anemia sideroblástica, SAI",C0002896,Sideroblastic anemia,narrow,,,,sima,,13-August-2024,,,
SCTSPA,191265009,anemia en neoplasia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,191268006,anemia crónica,C0581384,Chronic anemia,narrow,,,,sima,,13-August-2024,,,
SCTSPA,191276008,"otra anemia especificada, SAI",C0029744,Other specified anemias,narrow,,,,sima,,13-August-2024,,,
SCTSPA,191278009,otras anemias especificadas,C0029744,Other specified anemias,narrow,,,,sima,,13-August-2024,,,
SCTSPA,191279001,"otras anemias, SAI",C0472702,Anemia other/unspecified,narrow,,,,sima,,13-August-2024,,,
SCTSPA,191407000,[X]anemias nutricionales,C0271903,Nutritional anemia,possible,,,,sima,,13-August-2024,,,
SCTSPA,191408005,[X]otras anemias ferropénicas,C0477300,Other iron deficiency anemias,narrow,,,,sima,,13-August-2024,,,
SCTSPA,191413009,[X]anemia (no megaloblástica) asociada con otras deficiencias nutricionales especificadas,C0477304,[X]Anaemia (nonmegaloblastic) associated with other specified nutritional deficiencies,possible,,,,sima,,13-August-2024,,,
SCTSPA,191428009,[X]anemia en otras enfermedades crónicas clasificadas en otra parte,C0477312,Anemia in other chronic diseases classified elsewhere,narrow,,,,sima,,13-August-2024,,,
SCTSPA,191430006,[X]otras anemias especificadas,C0029744,Other specified anemias,narrow,,,,sima,,13-August-2024,,,
SCTSPA,19442009,talasemia heterocigota,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,1963002,hemoglobinuria paroxística nocturna,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,199248002,anemia ferropénica del embarazo,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,206434001,anemia tardía del recién nacido por isoinmunización,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,21412009,anemia sideroblástica refractaria a piridoxina ligada al cromosoma X,-,-,exclude,Desc: code 41841004,,,sima,,13-August-2024,,,
SCTSPA,21914002,anemia por disfunción tiroidea,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,22098000,anemia hemolítica autoinmunitaria idiopática crónica,-,-,possible,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,22347002,anemia por disfunción gonadal,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,22438006,anemia por alteración de la proliferación Y/O diferenciación de las células madre hematopoyéticas,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,22933009,anemia variante G - 6 - PD clase I,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,23371004,talasemia épsilon gamma delta beta,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,234343008,anemia normocítica por aplasia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,234346000,anemia dilucional,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,234347009,anemia de los trastornos crónicos,C0002873,Anemia of chronic disease,narrow,,,,sima,,13-August-2024,,,
SCTSPA,234348004,anemia por enfermedad renal,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,234349007,anemia microcítica,C5194182,Microcytic anemia,narrow,,,,sima,,13-August-2024,,,
SCTSPA,234350007,anemia neonatal,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,234352004,anemia normocítica por pérdida crónica de sangre,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,234353009,deficiencia congénita de transferrina,-,-,exclude,Desc: code 234349007,,,sima,,13-August-2024,,,
SCTSPA,234356001,anemia macrocítica de causa no especificada,C0002886,"Anemia, Macrocytic",narrow,,,,sima,,13-August-2024,,,
SCTSPA,234358000,anemia megaloblástica de causa dietaria,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,234360003,anemia del vegano,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,234361004,deficiencia congénita de factor intrínseco,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,234362006,anemia perniciosa congénita de Biermer,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,234363001,malabsorción selectiva de cianocobalamina,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,234364007,anemia por deficiencia combinada,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,234365008,macrocitosis que responde a la tiamina,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,234366009,anemia sideroblástica relacionada con el alcohol,-,-,exclude,Desc: code 41841004,,,sima,,13-August-2024,,,
SCTSPA,234367000,pancitopenia con pancreatitis,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,234375006,eritroblastopenia transitoria de la niñez,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,234376007,aplasia adquirida de la serie roja,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,234380002,isoinmunización del recién nacido por grupo sanguíneo Kell,-,-,exclude,Desc: code 234349007,,,sima,,13-August-2024,,,
SCTSPA,234381003,anemia hemolítica autoinmunitaria materna,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,234383000,talasemia alfa homocigota,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,234385007,rasgo de alfatalasemia 2,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,234386008,rasgo de hemoglobina Constant Spring,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,234387004,rasgo de hemoglobina Lepore,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,234388009,talasemia delta-beta,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,234389001,talasemia alfa-beta,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,234390005,talasemia gamma,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,234391009,anemia drepanocítica con hemoglobina F elevada,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,234392002,talasemia beta/hemoglobina E,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,234410008,eliptocitosis hereditaria con poiquilocitosis transitoria,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,234589002,deficiencia de glutatión sintasa,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,237617006,"anemia megaloblástica sensible a tiamina, con diabetes mellitus y sordera neurosensorial",-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,237926007,deficiencia de glutatión sintasa sin 5-oxoprolinuria,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,237985009,síndrome de Pearson,-,-,exclude,Desc: code 41841004,,,sima,,13-August-2024,,,
SCTSPA,240453002,fiebre de Oroya,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,240486003,crisis aplásica parvoviral,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,24620004,anemia hemolítica causada por babesiosis,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,24661004,variante de anemia por deficiencia de glucosa-6-fosfato deshidrogenasa clase III,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,24962009,anemia por deficiencia de vitamina E,-,-,narrow,Desc: code 267513007,,,sima,,13-August-2024,,,
SCTSPA,24975009,esferocitosis hereditaria leve por deficiencia combinada de espectrina Y anquirina,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,25251008,anemia hemolítica no esferocítica hereditaria por deficiencia de gamma glutamil cisteína sintetasa,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,25266006,esferocitosis hereditaria por deficiencia de espectrina,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,25443007,anemia sideroblástica sensible a piridoxina ligada al cromosoma X,-,-,exclude,Desc: code 41841004,,,sima,,13-August-2024,,,
SCTSPA,26333003,anemia megaloblástica por malabsorción de vitamina B12 con proteinuria,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,26409005,"anemia diseritropoyética congénita, tipo III",-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,26682008,talasemia beta homocigota,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,267513007,anemias por deficiencia,C0041782,Deficiency anemias,narrow,,,,sima,,13-August-2024,,,
SCTSPA,267514001,otra anemia ferropénica especificada,C0029810,Other specified iron deficiency anemias,narrow,,,,sima,,13-August-2024,,,
SCTSPA,267517008,"anemia por deficiencia de vitamina B12, de causa alimentaria",-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,267518003,"anemia por deficiencia de folatos, de causa alimentaria",-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,267524009,anemia aplásica constitucional con malformación,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,267527002,anemia aplásica farmacógena,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,267530009,anemia poshemorrágica aguda,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,267531008,anemia no especificada,C0002871,Anemia,narrow,,,,sima,,13-August-2024,,,
SCTSPA,267561000,otras anemias,C0472702,Anemia other/unspecified,narrow,,,,sima,,13-August-2024,,,
SCTSPA,269175006,rasgo beta talasémico,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,2694001,anemia mieloptísica,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,26944003,anemia megaloblástica aguda por diálisis,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,27080008,talasemia beta cero tipo deleción,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,271737000,anemia,C0002871,Anemia,narrow,,,,sima,,13-August-2024,,,
SCTSPA,27342004,anemia del embarazo,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,27366005,anemia megaloblástica por hemodiálisis,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,273985002,anemia por isoinmunización,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,276448005,anemia sideroblástica idiopática,-,-,exclude,Desc: code 41841004,,,sima,,13-August-2024,,,
SCTSPA,276578004,anemia fisiológica de la lactancia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,276579007,anemia tardía del recién nacido,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,276580005,isoinmunización atípica del recién nacido,-,-,exclude,Desc: code 234349007,,,sima,,13-August-2024,,,
SCTSPA,27798002,anemia megaloblástica por alteración de la absorción de folato,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,278363000,macrocitosis alcohólica,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,28147001,anemia hemolítica causada por Clostridium welchii,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,2835000,anemia hemolítica cardíaca traumática,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,286928002,"anemias por deficiencia, excepto de hierro",-,-,narrow,Desc: code 267513007,,,sima,,13-August-2024,,,
SCTSPA,286929005,"anemias nutricionales, SAI",C0271903,Nutritional anemia,possible,,,,sima,,13-August-2024,,,
SCTSPA,28975000,anemia aplásica constitucional,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,290246007,anemia sideropénica con siderosis reticuloendotelial,C0520738,Sideropenic anemia with reticuloendothelial siderosis,exclude,,,,sima,,13-August-2024,,,
SCTSPA,291262006,anemia crónica simple,C0581384,Chronic anemia,narrow,,,,sima,,13-August-2024,,,
SCTSPA,29177004,anemia por defecto en la vía de las pentosas fosfatos,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,29551000,anemia causada por oxígeno,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,300980002,anemia normocítica,C0085577,Normocytic anemia,narrow,,,,sima,,13-August-2024,,,
SCTSPA,301317008,anemia hemolítica hereditaria no esferocítica,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,302873008,púrpura trombocitopénica,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,303060002,anemia normocítica luego de hemorragia aguda,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,30418008,anemia por disfunción adrenal,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,30575002,anemia de Fanconi,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,306058006,anemia aplásica,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,307333004,isoinmunización rhesus por inmunoglobulina anti - D,-,-,exclude,Desc: code 234349007,,,sima,,13-August-2024,,,
SCTSPA,307334005,isoinmunización rhesus por inmunoglobulina anti - c,-,-,exclude,Desc: code 234349007,,,sima,,13-August-2024,,,
SCTSPA,307335006,isoinmunización rhesus por inmunoglobulina anti - E,-,-,exclude,Desc: code 234349007,,,sima,,13-August-2024,,,
SCTSPA,307336007,isoinmunización rhesus por inmunoglobulina anti - Cw,-,-,exclude,Desc: code 234349007,,,sima,,13-August-2024,,,
SCTSPA,307337003,isoinmunización del recién nacido por grupo sanguíneo Duffy,-,-,exclude,Desc: code 234349007,,,sima,,13-August-2024,,,
SCTSPA,307338008,isoinmunización del recién nacido por grupo sanguíneo Kidd,-,-,exclude,Desc: code 234349007,,,sima,,13-August-2024,,,
SCTSPA,307343001,enfermedad adquirida de hemoglobina H,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,307726001,anemia en el carcinoma ovárico,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,309742004,anemia hemolítica autoinmunitaria medicamentosa,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,310647000,anemia secundaria a insuficiencia renal,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,31206006,anemia megaloblástica refractaria,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,313291009,anemia durante el puerperio,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,31820007,anemia asociada con trastorno endocrino,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,32094009,anemia megaloblástica causada por tenia de los peces,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,322699009,anemia hemolítica intracorpuscular,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,323666000,anemia debida a alteración intrínseca del eritrocito,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,32648007,esferocitosis hereditaria leve por deficiencia de espectrina,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,3272007,estomatocitosis,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,328301000119102,pancitopenia debida a quimioterapia antineoplásica,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
