event_definition,coding_system,code_name,concept,concept_name,tags,system,event_abbreviation,type,code_issue_dot,code
Celiac disease,SCTSPA,Celiac disease with diffuse intestinal ulceration,"""","""",narrow,D,CELIAC,COV,61715008,61715008
Celiac disease,SCTSPA,Celiac disease with epilepsy and cerebral calcification syndrome,"""","""",narrow,D,CELIAC,COV,722386009,722386009
Celiac disease,SCTSPA,Microscopic enteritis,"""","""",narrow,D,CELIAC,COV,1197730009,1197730009
Celiac disease,SCTSPA,Refractory celiac disease,"""","""",narrow,D,CELIAC,COV,770593004,770593004
Celiac disease,SCTSPA,enfermedad celíaca,C0007570,Celiac Disease,narrow,D,CELIAC,COV,396331005,396331005
Celiac disease,SNOMEDCT_US,Adult form of celiac disease,"""","""",narrow,D,CELIAC,COV,91867008,91867008
Celiac disease,SNOMEDCT_US,Celiac crisis,"""","""",narrow,D,CELIAC,COV,396330006,396330006
Celiac disease,SNOMEDCT_US,Celiac disease,C0007570,Celiac Disease,narrow,D,CELIAC,COV,396331005,396331005
Celiac disease,SNOMEDCT_US,Celiac disease with diffuse intestinal ulceration,"""","""",narrow,D,CELIAC,COV,61715008,61715008
Celiac disease,SNOMEDCT_US,Celiac disease with epilepsy and cerebral calcification syndrome,"""","""",narrow,D,CELIAC,COV,722386009,722386009
Celiac disease,SNOMEDCT_US,Microscopic enteritis,"""","""",possible,D,CELIAC,COV,1197730009,1197730009
Celiac disease,SNOMEDCT_US,Refractory celiac disease,"""","""",narrow,D,CELIAC,COV,770593004,770593004
Demyelination multiple sclerosis,Free_text,"""","""","""",narrow,N,DEMYELMS,AESI,MS_narrow,MS_narrow
Demyelination multiple sclerosis,Free_text,"""","""","""",possible,N,DEMYELMS,AESI,MS_broad,MS_broad
Demyelination multiple sclerosis,ICD10,Multiple sclerosis,C0026769,Multiple Sclerosis,narrow,N,DEMYELMS,AESI,G35,G35
Demyelination multiple sclerosis,ICD10CM,Multiple sclerosis,C0026769,Multiple Sclerosis,narrow,N,DEMYELMS,AESI,G35,G35
Demyelination multiple sclerosis,ICD10CM,Multiple sclerosis of brain stem,C0270784,Multiple sclerosis of the brainstem,narrow,N,DEMYELMS,AESI,G35,G35
Demyelination multiple sclerosis,ICD10CM,Multiple sclerosis of cord,C0338475,Multiple sclerosis of the spinal cord,narrow,N,DEMYELMS,AESI,G35,G35
Demyelination multiple sclerosis,ICD10DA,Multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,G35,G35
Demyelination multiple sclerosis,ICD10DA,Multiple sclerosis UNS,"""","""",narrow,N,DEMYELMS,AESI,G359,G35.9
Demyelination multiple sclerosis,ICD10DA,Primary multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,G359B,G35.9B
Demyelination multiple sclerosis,ICD10DA,Progressive multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,G359C,G35.9C
Demyelination multiple sclerosis,ICD10DA,Relapsing multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,G359A,G35.9A
Demyelination multiple sclerosis,ICD9CM,Multiple sclerosis,C0026769,Multiple Sclerosis,narrow,N,DEMYELMS,AESI,340,340
Demyelination multiple sclerosis,ICD9CMP,Multiple sclerosis,C0026769,Multiple Sclerosis,narrow,N,DEMYELMS,AESI,340,340
Demyelination multiple sclerosis,ICPC,Multiple sclerosis,C0026769,Multiple Sclerosis,narrow,N,DEMYELMS,AESI,N86,N86
Demyelination multiple sclerosis,ICPC2P,Multiple sclerosis,C0026769,Multiple Sclerosis,narrow,N,DEMYELMS,AESI,N86001,N86001
Demyelination multiple sclerosis,ICPC2P,Sclerosis-disseminated,C0026769,Multiple Sclerosis,narrow,N,DEMYELMS,AESI,N86002,N86002
Demyelination multiple sclerosis,MEDCODEID,Acute relapsing multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,5006891000006112,5006891000006112
Demyelination multiple sclerosis,MEDCODEID,Benign multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,641211000000118,641211000000118
Demyelination multiple sclerosis,MEDCODEID,Chronic progressive multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,5006901000006111,5006901000006111
Demyelination multiple sclerosis,MEDCODEID,Dementia associated with multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,7510741000006111,7510741000006111
Demyelination multiple sclerosis,MEDCODEID,Exacerbation of multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,297180018,297180018
Demyelination multiple sclerosis,MEDCODEID,Generalised multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,297179016,297179016
Demyelination multiple sclerosis,MEDCODEID,MS - Multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,2894411000006110,2894411000006110
Demyelination multiple sclerosis,MEDCODEID,Malignant multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,641301000000114,641301000000114
Demyelination multiple sclerosis,MEDCODEID,Multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,41398015,41398015
Demyelination multiple sclerosis,MEDCODEID,Multiple sclerosis (MS) chronic-progressive,"""","""",narrow,N,DEMYELMS,AESI,5006911000006114,5006911000006114
Demyelination multiple sclerosis,MEDCODEID,Multiple sclerosis (MS) primary progressive,"""","""",narrow,N,DEMYELMS,AESI,7092351000006112,7092351000006112
Demyelination multiple sclerosis,MEDCODEID,Multiple sclerosis (MS) relapsing remitting,"""","""",narrow,N,DEMYELMS,AESI,7058051000006116,7058051000006116
Demyelination multiple sclerosis,MEDCODEID,Multiple sclerosis (MS) secondary progressive,"""","""",narrow,N,DEMYELMS,AESI,7045281000006112,7045281000006112
Demyelination multiple sclerosis,MEDCODEID,Multiple sclerosis - primary progressive,"""","""",narrow,N,DEMYELMS,AESI,983291000006110,983291000006110
Demyelination multiple sclerosis,MEDCODEID,Multiple sclerosis - relapsing remitting,"""","""",narrow,N,DEMYELMS,AESI,983311000006114,983311000006114
Demyelination multiple sclerosis,MEDCODEID,Multiple sclerosis - secondary progressive,"""","""",narrow,N,DEMYELMS,AESI,983301000006111,983301000006111
Demyelination multiple sclerosis,MEDCODEID,Multiple sclerosis NOS,"""","""",narrow,N,DEMYELMS,AESI,297181019,297181019
Demyelination multiple sclerosis,MEDCODEID,Multiple sclerosis of the brain stem,"""","""",narrow,N,DEMYELMS,AESI,695191000006119,695191000006119
Demyelination multiple sclerosis,MEDCODEID,Multiple sclerosis of the brainstem,"""","""",narrow,N,DEMYELMS,AESI,4769281000006110,4769281000006110
Demyelination multiple sclerosis,MEDCODEID,Multiple sclerosis of the spinal cord,"""","""",narrow,N,DEMYELMS,AESI,297177019,297177019
Demyelination multiple sclerosis,MEDCODEID,Primary progressive multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,2692565012,2692565012
Demyelination multiple sclerosis,MEDCODEID,Progressive relapsing multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,7861151000006116,7861151000006116
Demyelination multiple sclerosis,MEDCODEID,Relapsing remitting multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,1682241000006111,1682241000006111
Demyelination multiple sclerosis,MEDCODEID,Remittent-progressive multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,5006921000006118,5006921000006118
Demyelination multiple sclerosis,MEDCODEID,Secondary progressive multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,2674605012,2674605012
Demyelination multiple sclerosis,MEDCODEID,Suspected multiple sclerosis,"""","""",possible,N,DEMYELMS,AESI,1858501000006114,1858501000006114
Demyelination multiple sclerosis,MEDCODEID,Suspected multiple sclerosis,"""","""",possible,N,DEMYELMS,AESI,2262931000000117,2262931000000117
Demyelination multiple sclerosis,MEDCODEID,[RFC] Multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,905781000006118,905781000006118
Demyelination multiple sclerosis,MEDCODEID,[RFC] Multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,908811000006112,908811000006112
Demyelination multiple sclerosis,RCD,Exacerbation multple sclerosis,C0581392,Exacerbation of multiple sclerosis,narrow,N,DEMYELMS,AESI,F203.,F203.
Demyelination multiple sclerosis,RCD,Generalised multiple sclerosis,C0026769,Multiple Sclerosis,narrow,N,DEMYELMS,AESI,F202.,F202.
Demyelination multiple sclerosis,RCD,Multiple sclerosis,C0026769,Multiple Sclerosis,narrow,N,DEMYELMS,AESI,F20..,F20..
Demyelination multiple sclerosis,RCD,Multiple sclerosis NOS,C0026769,Multiple Sclerosis,narrow,N,DEMYELMS,AESI,F20z.,F20z.
Demyelination multiple sclerosis,RCD,Multiple sclerosis of the brainstem,C0270784,Multiple sclerosis of the brainstem,narrow,N,DEMYELMS,AESI,F200.,F200.
Demyelination multiple sclerosis,RCD,Multiple sclerosis of the spinal cord,C0338475,Multiple sclerosis of the spinal cord,narrow,N,DEMYELMS,AESI,F201.,F201.
Demyelination multiple sclerosis,RCD2,Exacerbation multple sclerosis,C0581392,Exacerbation of multiple sclerosis,narrow,N,DEMYELMS,AESI,F203.,F203.
Demyelination multiple sclerosis,RCD2,Multiple sclerosis,C0026769,Multiple Sclerosis,narrow,N,DEMYELMS,AESI,F20..,F20..
Demyelination multiple sclerosis,RCD2,Multiple sclerosis NOS,C0026769,Multiple Sclerosis,narrow,N,DEMYELMS,AESI,F20z.,F20z.
Demyelination multiple sclerosis,RCD2,Multiple sclerosis-brain stem,C0270784,Multiple sclerosis of the brainstem,narrow,N,DEMYELMS,AESI,F200.,F200.
Demyelination multiple sclerosis,RCD2,Multiple sclerosis-generalised,C0026769,Multiple Sclerosis,narrow,N,DEMYELMS,AESI,F202.,F202.
Demyelination multiple sclerosis,RCD2,Multiple sclerosis-spinal cord,C0338475,Multiple sclerosis of the spinal cord,narrow,N,DEMYELMS,AESI,F201.,F201.
Demyelination multiple sclerosis,SCTSPA,Acute relapsing multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,230372003,230372003
Demyelination multiple sclerosis,SCTSPA,Benign multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,438511000,438511000
Demyelination multiple sclerosis,SCTSPA,Exacerbation of multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,192929006,192929006
Demyelination multiple sclerosis,SCTSPA,Malignant multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,439567002,439567002
Demyelination multiple sclerosis,SCTSPA,Marburg acute multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,766246000,766246000
Demyelination multiple sclerosis,SCTSPA,Multiple sclerosis of the brainstem,"""","""",narrow,N,DEMYELMS,AESI,192926004,192926004
Demyelination multiple sclerosis,SCTSPA,Multiple sclerosis of the spinal cord,"""","""",narrow,N,DEMYELMS,AESI,192927008,192927008
Demyelination multiple sclerosis,SCTSPA,Multiple sclerosis- ichthyosis- factor VIII deficiency syndrome,"""","""",narrow,N,DEMYELMS,AESI,733028000,733028000
Demyelination multiple sclerosis,SCTSPA,Pediatric multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,1186728004,1186728004
Demyelination multiple sclerosis,SCTSPA,Primary progressive multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,428700003,428700003
Demyelination multiple sclerosis,SCTSPA,Progressive multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,816984002,816984002
Demyelination multiple sclerosis,SCTSPA,Progressive relapsing multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,724778008,724778008
Demyelination multiple sclerosis,SCTSPA,Relapsing remitting multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,426373005,426373005
Demyelination multiple sclerosis,SCTSPA,Secondary progressive multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,425500002,425500002
Demyelination multiple sclerosis,SCTSPA,esclerosis múltilpe crónica-progresiva,C0393665,Multiple Sclerosis- Chronic Progressive,narrow,N,DEMYELMS,AESI,230373008,230373008
Demyelination multiple sclerosis,SCTSPA,esclerosis múltiple,C0026769,Multiple Sclerosis,narrow,N,DEMYELMS,AESI,24700007,24700007
Demyelination multiple sclerosis,SCTSPA,esclerosis múltiple de la médula,C0338475,Multiple sclerosis of the spinal cord,narrow,N,DEMYELMS,AESI,16092000,16092000
Demyelination multiple sclerosis,SCTSPA,esclerosis múltiple del tronco encefálico,C0270784,Multiple sclerosis of the brainstem,narrow,N,DEMYELMS,AESI,18353007,18353007
Demyelination multiple sclerosis,SCTSPA,esclerosis múltiple generalizada,C0026769,Multiple Sclerosis,narrow,N,DEMYELMS,AESI,192928003,192928003
Demyelination multiple sclerosis,SCTSPA,esclerosis múltiple progresiva y recurrente,C0393666,Multiple Sclerosis- Progressive Relapsing,narrow,N,DEMYELMS,AESI,230374002,230374002
Demyelination multiple sclerosis,SCTSPA,esclerosis múltiple- SAI,C0026769,Multiple Sclerosis,narrow,N,DEMYELMS,AESI,192930001,192930001
Demyelination multiple sclerosis,SNOMEDCT_US,Acute relapsing multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,230372003,230372003
Demyelination multiple sclerosis,SNOMEDCT_US,Benign multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,438511000,438511000
Demyelination multiple sclerosis,SNOMEDCT_US,Brain stem multiple sclerosis,C0270784,Multiple sclerosis of the brainstem,narrow,N,DEMYELMS,AESI,18353007,18353007
Demyelination multiple sclerosis,SNOMEDCT_US,Chronic progressive multiple sclerosis,C0393665,Multiple Sclerosis- Chronic Progressive,narrow,N,DEMYELMS,AESI,230373008,230373008
Demyelination multiple sclerosis,SNOMEDCT_US,Cord multiple sclerosis,C0338475,Multiple sclerosis of the spinal cord,narrow,N,DEMYELMS,AESI,16092000,16092000
Demyelination multiple sclerosis,SNOMEDCT_US,Exacerbation of multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,192929006,192929006
Demyelination multiple sclerosis,SNOMEDCT_US,Generalised multiple sclerosis,C0026769,Multiple Sclerosis,narrow,N,DEMYELMS,AESI,192928003,192928003
Demyelination multiple sclerosis,SNOMEDCT_US,Malignant multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,439567002,439567002
Demyelination multiple sclerosis,SNOMEDCT_US,Marburg acute multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,766246000,766246000
Demyelination multiple sclerosis,SNOMEDCT_US,Multiple sclerosis,C0026769,Multiple Sclerosis,narrow,N,DEMYELMS,AESI,155023009,155023009
Demyelination multiple sclerosis,SNOMEDCT_US,Multiple sclerosis,C0026769,Multiple Sclerosis,narrow,N,DEMYELMS,AESI,24700007,24700007
Demyelination multiple sclerosis,SNOMEDCT_US,Multiple sclerosis (MS) remitting progressive,C0393666,Multiple Sclerosis- Progressive Relapsing,narrow,N,DEMYELMS,AESI,230374002,230374002
Demyelination multiple sclerosis,SNOMEDCT_US,Multiple sclerosis NOS,C0026769,Multiple Sclerosis,narrow,N,DEMYELMS,AESI,192930001,192930001
Demyelination multiple sclerosis,SNOMEDCT_US,Multiple sclerosis of the brainstem,"""","""",narrow,N,DEMYELMS,AESI,192926004,192926004
Demyelination multiple sclerosis,SNOMEDCT_US,Multiple sclerosis of the spinal cord,"""","""",narrow,N,DEMYELMS,AESI,192927008,192927008
Demyelination multiple sclerosis,SNOMEDCT_US,Multiple sclerosis- ichthyosis- factor VIII deficiency syndrome,"""","""",narrow,N,DEMYELMS,AESI,733028000,733028000
Demyelination multiple sclerosis,SNOMEDCT_US,Pediatric multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,1186728004,1186728004
Demyelination multiple sclerosis,SNOMEDCT_US,Primary progressive multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,428700003,428700003
Demyelination multiple sclerosis,SNOMEDCT_US,Progressive multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,816984002,816984002
Demyelination multiple sclerosis,SNOMEDCT_US,Progressive relapsing multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,724778008,724778008
Demyelination multiple sclerosis,SNOMEDCT_US,Relapsing remitting multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,426373005,426373005
Demyelination multiple sclerosis,SNOMEDCT_US,Secondary progressive multiple sclerosis,"""","""",narrow,N,DEMYELMS,AESI,425500002,425500002
Erythema nodosum,ICD10,Erythema nodosum,C0014743,Erythema Nodosum,narrow,SK,ERYTHEMANODOSUM,AESI,L52,L52
Erythema nodosum,ICD10CM,Erythema nodosum,C0014743,Erythema Nodosum,narrow,SK,ERYTHEMANODOSUM,AESI,L52,L52
Erythema nodosum,ICD10DA,Erythema nodosum,-,-,narrow,SK,ERYTHEMANODOSUM,AESI,L529,L52.9
Erythema nodosum,ICD10DA,Knuderosen,C0014743,Erythema Nodosum,narrow,SK,ERYTHEMANODOSUM,AESI,L52,L52
Erythema nodosum,ICD9CM,Erythema nodosum,C0014743,Erythema Nodosum,narrow,SK,ERYTHEMANODOSUM,AESI,695.2,695.2
Erythema nodosum,ICD9CMP,Erythema nodosum,C0014743,Erythema Nodosum,narrow,SK,ERYTHEMANODOSUM,AESI,695.2,695.2
Erythema nodosum,ICPC2P,Erythema-nodosum,C0014743,Erythema Nodosum,narrow,SK,ERYTHEMANODOSUM,AESI,S99006,S99006
Erythema nodosum,SCTSPA,Chronic erythema nodosum,"""","""",possible,SK,ERYTHEMANODOSUM,AESI,69688007,69688007
Erythema nodosum,SCTSPA,Chronic migratory panniculitis,"""","""",possible,SK,ERYTHEMANODOSUM,AESI,711435001,711435001
Erythema nodosum,SCTSPA,Coccidioidomycosis with erythema nodosum,"""","""",narrow,SK,ERYTHEMANODOSUM,AESI,78223000,78223000
Erythema nodosum,SCTSPA,Drug-induced erythema nodosum,"""","""",narrow,SK,ERYTHEMANODOSUM,AESI,297940005,297940005
Erythema nodosum,SCTSPA,Erythema nodosum caused by Bacteria,"""","""",narrow,SK,ERYTHEMANODOSUM,AESI,402968000,402968000
Erythema nodosum,SCTSPA,Erythema nodosum caused by Genus Streptococcus,"""","""",narrow,SK,ERYTHEMANODOSUM,AESI,402969008,402969008
Erythema nodosum,SCTSPA,Erythema nodosum caused by Yersinia enterocolitica,"""","""",narrow,SK,ERYTHEMANODOSUM,AESI,402970009,402970009
Erythema nodosum,SCTSPA,Erythema nodosum due to systemic fungal infection,"""","""",narrow,SK,ERYTHEMANODOSUM,AESI,860801002,860801002
Erythema nodosum,SCTSPA,Erythema nodosum migrans,"""","""",narrow,SK,ERYTHEMANODOSUM,AESI,76097009,76097009
Erythema nodosum,SCTSPA,Erythema nodosum- acute form,"""","""",narrow,SK,ERYTHEMANODOSUM,AESI,961007,961007
Erythema nodosum,SCTSPA,Lipogranulomatosis subcutanea of Rothmann and Makai,"""","""",possible,SK,ERYTHEMANODOSUM,AESI,51696001,51696001
Erythema nodosum,SCTSPA,Lofgrens syndrome,"""","""",narrow,SK,ERYTHEMANODOSUM,AESI,238676008,238676008
Erythema nodosum,SCTSPA,Sarcoidosis-induced erythema nodosum,"""","""",narrow,SK,ERYTHEMANODOSUM,AESI,238675007,238675007
Erythema nodosum,SCTSPA,Tuberculous erythema nodosum,"""","""",narrow,SK,ERYTHEMANODOSUM,AESI,74610006,74610006
Erythema nodosum,SCTSPA,Yersinia erythema nodosum,"""","""",narrow,SK,ERYTHEMANODOSUM,AESI,240360007,240360007
Erythema nodosum,SCTSPA,eritema nudoso,C0014743,Erythema Nodosum,narrow,SK,ERYTHEMANODOSUM,AESI,32861005,32861005
Erythema nodosum,SNOMEDCT_US,Chronic erythema nodosum,"""","""",possible,SK,ERYTHEMANODOSUM,AESI,69688007,69688007
Erythema nodosum,SNOMEDCT_US,Chronic migratory panniculitis,"""","""",possible,SK,ERYTHEMANODOSUM,AESI,711435001,711435001
Erythema nodosum,SNOMEDCT_US,Coccidioidomycosis with erythema nodosum,"""","""",narrow,SK,ERYTHEMANODOSUM,AESI,78223000,78223000
Erythema nodosum,SNOMEDCT_US,Drug-induced erythema nodosum,"""","""",narrow,SK,ERYTHEMANODOSUM,AESI,297940005,297940005
Erythema nodosum,SNOMEDCT_US,Erythema nodosum,C0014743,Erythema Nodosum,narrow,SK,ERYTHEMANODOSUM,AESI,32861005,32861005
Erythema nodosum,SNOMEDCT_US,Erythema nodosum caused by Bacteria,"""","""",narrow,SK,ERYTHEMANODOSUM,AESI,402968000,402968000
Erythema nodosum,SNOMEDCT_US,Erythema nodosum caused by Genus Streptococcus,"""","""",narrow,SK,ERYTHEMANODOSUM,AESI,402969008,402969008
Erythema nodosum,SNOMEDCT_US,Erythema nodosum caused by Yersinia enterocolitica,"""","""",narrow,SK,ERYTHEMANODOSUM,AESI,402970009,402970009
Erythema nodosum,SNOMEDCT_US,Erythema nodosum due to systemic fungal infection,"""","""",narrow,SK,ERYTHEMANODOSUM,AESI,860801002,860801002
Erythema nodosum,SNOMEDCT_US,Erythema nodosum migrans,"""","""",narrow,SK,ERYTHEMANODOSUM,AESI,76097009,76097009
Erythema nodosum,SNOMEDCT_US,Erythema nodosum- acute form,"""","""",narrow,SK,ERYTHEMANODOSUM,AESI,961007,961007
Erythema nodosum,SNOMEDCT_US,Lipogranulomatosis subcutanea of Rothmann and Makai,"""","""",narrow,SK,ERYTHEMANODOSUM,AESI,51696001,51696001
Erythema nodosum,SNOMEDCT_US,Lofgrens syndrome,"""","""",narrow,SK,ERYTHEMANODOSUM,AESI,238676008,238676008
Erythema nodosum,SNOMEDCT_US,Sarcoidosis-induced erythema nodosum,"""","""",narrow,SK,ERYTHEMANODOSUM,AESI,238675007,238675007
Erythema nodosum,SNOMEDCT_US,Tuberculous erythema nodosum,"""","""",narrow,SK,ERYTHEMANODOSUM,AESI,74610006,74610006
Erythema nodosum,SNOMEDCT_US,Yersinia erythema nodosum,"""","""",narrow,SK,ERYTHEMANODOSUM,AESI,240360007,240360007
Graves disease,ICD10,Other thyrotoxicosis,C0348445,Other thyrotoxicosis,possible,E,GRAVES,AESI,E05.8,E05.8
Graves disease,ICD10,Thyrotoxicosis with diffuse goitre,C0342122,Toxic diffuse goiter,narrow,E,GRAVES,AESI,E05.0,E05.0
Graves disease,ICD10,Thyrotoxicosis with toxic multinodular goitre,C0154143,Toxic multinodular goiter,possible,E,GRAVES,AESI,E05.2,E05.2
Graves disease,ICD10,Thyrotoxicosis with toxic single thyroid nodule,C0154141,Thyrotoxicosis with toxic single thyroid nodule,possible,E,GRAVES,AESI,E05.1,E05.1
Graves disease,ICD10,Thyrotoxicosis- unspecified,C0040156,Thyrotoxicosis,narrow,E,GRAVES,AESI,E05.9,E05.9
Graves disease,ICD10CM,Other thyrotoxicosis,"""","""",possible,E,GRAVES,AESI,E05.8,E05.8
Graves disease,ICD10CM,Other thyrotoxicosis with thyrotoxic crisis or storm,"""","""",possible,E,GRAVES,AESI,E05.81,E05.81
Graves disease,ICD10CM,Other thyrotoxicosis without thyrotoxic crisis or storm,"""","""",possible,E,GRAVES,AESI,E05.80,E05.80
Graves disease,ICD10CM,Thyrotoxicosis with diffuse goiter,C0342122,Toxic diffuse goiter,narrow,E,GRAVES,AESI,E05.0,E05.0
Graves disease,ICD10CM,Thyrotoxicosis with diffuse goiter with thyrotoxic crisis or storm,"""","""",narrow,E,GRAVES,AESI,E05.01,E05.01
Graves disease,ICD10CM,Thyrotoxicosis with diffuse goiter without thyrotoxic crisis or storm,C2873864,Thyrotoxicosis with diffuse goiter without thyrotoxic crisis or storm,narrow,E,GRAVES,AESI,E05.00,E05.00
Graves disease,ICD10CM,Thyrotoxicosis with toxic multinodular goiter,"""","""",possible,E,GRAVES,AESI,E05.2,E05.2
Graves disease,ICD10CM,Thyrotoxicosis with toxic multinodular goiter with thyrotoxic crisis or storm,"""","""",possible,E,GRAVES,AESI,E05.21,E05.21
Graves disease,ICD10CM,Thyrotoxicosis with toxic multinodular goiter without thyrotoxic crisis or storm,"""","""",possible,E,GRAVES,AESI,E05.20,E05.20
Graves disease,ICD10CM,Thyrotoxicosis with toxic single thyroid nodule,"""","""",possible,E,GRAVES,AESI,E05.1,E05.1
Graves disease,ICD10CM,Thyrotoxicosis with toxic single thyroid nodule with thyrotoxic crisis or storm,"""","""",possible,E,GRAVES,AESI,E05.11,E05.11
Graves disease,ICD10CM,Thyrotoxicosis with toxic single thyroid nodule without thyrotoxic crisis or storm,"""","""",possible,E,GRAVES,AESI,E05.10,E05.10
Graves disease,ICD10CM,Thyrotoxicosis- unspecified,"""","""",narrow,E,GRAVES,AESI,E05.9,E05.9
Graves disease,ICD10CM,Thyrotoxicosis- unspecified with thyrotoxic crisis or storm,"""","""",narrow,E,GRAVES,AESI,E05.91,E05.91
Graves disease,ICD10CM,Thyrotoxicosis- unspecified without thyrotoxic crisis or storm,"""","""",narrow,E,GRAVES,AESI,E05.90,E05.90
Graves disease,ICD10DA,Anden form for thyrotoksikose,"""","""",narrow,E,GRAVES,AESI,E058,E05.8
Graves disease,ICD10DA,Basedow-s sygdom,-,-,narrow,E,GRAVES,AESI,E050A,E05.0A
Graves disease,ICD10DA,Graves- sygdom,-,-,narrow,E,GRAVES,AESI,E050B,E05.0B
Graves disease,ICD10DA,Thyreotoxicosis med diffus struma,-,-,narrow,E,GRAVES,AESI,E050C,E05.0C
Graves disease,ICD10DA,Thyreotoxicosis uden struma,-,-,narrow,E,GRAVES,AESI,E050D,E05.0D
Graves disease,ICD10DA,Thyrotoksikose UNS,C0040156,Thyrotoxicosis,narrow,E,GRAVES,AESI,E059,E05.9
Graves disease,ICD10DA,Thyrotoksikose med diffus struma,C0342122,Toxic diffuse goiter,narrow,E,GRAVES,AESI,E050,E05.0
Graves disease,ICD10DA,Thyrotoksikose med toksisk multinodÃ¸s struma,C0154143,Toxic multinodular goiter,possible,E,GRAVES,AESI,E052,E05.2
Graves disease,ICD10DA,Thyrotoksikose med toksisk solitÃ¦rt adenom,C0154141,Thyrotoxicosis with toxic single thyroid nodule,possible,E,GRAVES,AESI,E051,E05.1
Graves disease,ICD10DA,Thyrotoksikose uden struma,"""","""",narrow,E,GRAVES,AESI,E058C,E05.8C
Graves disease,ICD10DA,Thyrotoksisk hjertesygdom,-,-,narrow,E,GRAVES,AESI,E059A,E05.9A
Graves disease,ICD10DA,Thyrotoksisk krise,C0040127,Thyroid Crisis,narrow,E,GRAVES,AESI,E055,E05.5
Graves disease,ICD10DA,Toksisk nodÃ¸s struma UNS,-,-,possible,E,GRAVES,AESI,E052A,E05.2A
Graves disease,ICD10DA,Toksisk redicivstruma,"""","""",narrow,E,GRAVES,AESI,E058B,E05.8B
Graves disease,ICD9CM,Thyrotoxicosis with or without goiter,C0040156,Thyrotoxicosis,narrow,E,GRAVES,AESI,242,242
Graves disease,ICD9CM,Toxic diffuse goiter,C0342122,Toxic diffuse goiter,narrow,E,GRAVES,AESI,242,242
Graves disease,ICD9CM,Toxic diffuse goiter,C0342122,Toxic diffuse goiter,narrow,E,GRAVES,AESI,242.00,242.00
Graves disease,ICD9CM,Toxic diffuse goiter without mention of thyrotoxic crisis or storm,C0154138,Toxic diffuse goiter without mention of thyrotoxic crisis or storm,narrow,E,GRAVES,AESI,242.0,242.0
Graves disease,ICD9CM,Toxic multinodular goiter,C0154143,Toxic multinodular goiter,possible,E,GRAVES,AESI,242.2,242.2
Graves disease,ICD9CM,Toxic nodular goiter- unspecified type,C0342127,Toxic nodular goiter,possible,E,GRAVES,AESI,242.3,242.3
Graves disease,ICD9CM,Toxic uninodular goiter,C0154141,Thyrotoxicosis with toxic single thyroid nodule,possible,E,GRAVES,AESI,242.1,242.1
Graves disease,ICD9CMP,Thyrotoxicosis with or without goiter,C0040156,Thyrotoxicosis,narrow,E,GRAVES,AESI,242,242
Graves disease,ICD9CMP,Toxic diffuse goiter,C0342122,Toxic diffuse goiter,narrow,E,GRAVES,AESI,242,242
Graves disease,ICD9CMP,Toxic diffuse goiter,C0342122,Toxic diffuse goiter,narrow,E,GRAVES,AESI,242.00,242.00
